PROVIDER,LP,PROVIDED_LP_TOKENS,WITHDRAWN_LP_TOKENS,BALANCE
terra183cs0gjywz6kr6jzamu5v8sqgyyx5azeyq5fty,loop-ust,27341970,0,27341970
terra12tu3np8e5c900d96st2sn4snvujjuxpv7xmwga,luna-ust,9148405,0,9148405
terra135zmh2keau56kt3we9rspaazxxagr33k9e253t,loop-ust,8928813,0,8928813
terra19r7hv2gm6wwtttxdfw3ec32e3vpsmmzln7s5wy,anc-ust,49104742,0,49104742
terra132w5j873vdl2erkmmz0spadnzy03lhdjfw5g0n,loopr-ust,87442664,0,87442664
terra1hdlrr9g02xsahrz6r8xm63w3jnupe3lxmmrnvg,loop-ust,4566548,0,4566548
terra139a7uuppsjgvmvv8cwrw4tvsddjm275q4tk4te,loopr-ust,16385968,0,16385968
terra1c55qx678rhnmmh6vs40rs9c4fhuj6tvxnvlzda,loopr-ust,14407473,0,14407473
terra1qzv0refusgdml7mpfw8hnpspj2xc4en0wq9ehr,mir-ust,32533980,0,32533980
terra1aqpk265vdeyharuftxxh8dem7n52gf34e7vzkk,loop-ust,10246049,0,10246049
terra1y3gssp67hsctlsvtut4qlu5y85qm7q3gav0jnz,loop-loopr,6508139,0,6508139
terra14a2k2m8lf38cdfstjlahuygmcs8253yu6kucyg,bluna-luna,5495639,0,5495639
terra1q2s50ajg9r2w8snz365l3787g46045dkwrhn5a,loop-loopr,3252245105,0,3252245105
terra1tcrxwg39j9cgtypk5ex6ukgyxmfw843dt2qqzy,loop-ust,1774518,0,1774518
terra149xww4tse6386phdr2h4m8n93al54exy8twjtp,loop-anc,25958236,0,25958236
terra1my3mq4xfaxvfzksllsamd3z7xs5qs9da0ht8h6,luna-aust,3090220,0,3090220
terra1yad2srtse0pa0w8m0s6lglykwhyp56yfac8t38,loop-ust,57474169,0,57474169
terra1u969qsx6xemlm46c4ed9nu9cwkrg5ujj24gfpv,loop-ust,3034419,0,3034419
terra1e4x7gdu270tfanjuvrm32hhyh8knwpev0tce22,loop-luna,398927346,0,398927346
terra1j765f4f9eytfqp9hv4qejjcjw8d4jnf52a92f6,loop-ust,1598179,0,1598179
terra1zj930yu4w3hqsrc52gltyswvnlce8q8vdccdhl,alte-ust,23567138,0,23567138
terra1ugkdfnjy27cxkvx4redaqk3h36tna25untz7jf,loop-ust,832604,0,832604
terra18pmx0anfd27xu32vphygcs6sgpf6mmlj3l8juy,anc-ust,26445252,0,26445252
terra166ff9xf6mf750ky98pmn6st6t8qvkrnwulcqg4,loop-ust,2650998,0,2650998
terra1favl6ek900zl2fwcknhj3j892rkq3az7meewuc,bluna-luna,13556933,0,13556933
terra1xldrk5fmjcjq6ezyt4gk35luuqy63ql2yj92jd,loop-loopr,787660400,0,787660400
terra1gn0r42xwyx5ffx2ukg6y9c5hkvk9uhvy35psme,loop-loopr,1865798522,0,1865798522
terra1y7jnftvcsfvlz6fxzjp906n9zsfa8ffc64z5ld,loop-ust,18204378,0,18204378
terra1mhl2pc7ekn39jal3zu6xejyk4yzww9nwnu98cp,loop-ust,6844685,0,6844685
terra18sl4gpjusm4qff9n36u6w574ryq6vz8haacy64,mir-ust,224478003,0,224478003
terra197rrasa42sq6hcg5r9tx5rfrehx43r9yzhev0h,luna-ust,117664569,0,117664569
terra1xu55hqv20zx2jfd6tanzx5q208x6xqyukmnqyd,stt-ust,1897254,0,1897254
terra16jpjm40lurnlguqpz6tqq7mmu3d2drcwc33vzm,loopr-ust,498361919,0,498361919
terra1zmadxxl5qczvp4mtum7s2evgx5ap7zjah303y5,loop-ust,3749554,0,3749554
terra14xrslzj3rvwl0na6sws9ck95crm7xpl7khp2jm,loop-luna,153107516,0,153107516
terra1nw5c3hc3t3up7hkxajx4p73rdfksaq2unns75n,aust-ust,4617589,0,4617589
terra1xey08mps2dfclj99mfdfv8ankfq5alrnpkzvpe,loop-ust,162820046,0,162820046
terra15tww77ulq5cec9ptpjgj2e00wztsdk2sr9fytd,loopr-ust,12208521171,0,12208521171
terra1kh0zum577s5vhwcfqks0rd38jhwl207gtn8qg0,loop-ust,28604053,0,28604053
terra1wf5vmm05tnj737t6ppch6uu2wek8z4ugffkjyw,bluna-luna,10471451,0,10471451
terra17yvx5lnxmmthnu5um85rteyy45vvpyhcekm5p8,loop-anc,15197347,0,15197347
terra17339rqk2xwywgq6erzlsycydphju9qnrhmd86p,bluna-luna,3991309,0,3991309
terra12w06azgp248ppntchhu6cy7rmx8pk2mhrdcesr,loop-ust,9556935,0,9556935
terra1n5efkashhv3np242cynajgl8u073q29flpg6hh,aust-ust,32373629,0,32373629
terra1cukg7nr32uj8v9j2u2ef494v93qw77h9x3ghv0,bluna-luna,57575673,0,57575673
terra1gxxudeehpl7dj5rwsue2rpdzqgvrkjwayfxr0u,loop-ust,24275167,0,24275167
terra1dy8sa4jvw55lt979c2fkwe6vczes7g2wdpug9u,loop-aust,2208601600,0,2208601600
terra1ztur2nkuyu7v9495rd4k7k7annn7nc0pa538xf,loop-ust,10251032,0,10251032
terra1rr5v23xw5fwmfjm46nadw227qltm2xdjth46u0,loop-ust,18232522,0,18232522
terra1rc5fv6u3pn8gtytva289ka2tv9ppaj28vz35qx,luna-aust,154649859,0,154649859
terra198mp29xktm4mc55xc4y67sa4x62z0p56v7v9c5,loop-loopr,6313235018,0,6313235018
terra18geekuge7lmyp9lnecpyxsju9p606nuyhvkhmz,anc-aust,293247645,0,293247645
terra1e57tdqtkgznxw80m562ralyvkypxze89l80z66,anc-ust,247229671,0,247229671
terra1zxm20tqpn8ztl0q09umqjmweyud734wdcflru0,mir-ust,76183447,0,76183447
terra1e73ce4qur84xff3anthtvdap8d7nw2l4gy44fa,anc-ust,575073883,0,575073883
terra176fjm4tdwx6f28yfgr77790nknmw99e7yu8cvm,loop-loopr,8002780421,0,8002780421
terra1sj7f34xlvfclg6079qpsl2rqahhwhagyv4vvue,loop-ust,648877519,0,648877519
terra1478p9zx9vgcqzkzy263w5ysaj8pwysgry8q9cc,loop-ust,414566997,0,414566997
terra1y2humfh5ggggkxpkvp7qftvyqc380fk3nvd8p9,loop-ust,430342,0,430342
terra1nzre7dx6p0mtvyezc4s6qyaasrd8hj58xjt7gv,loop-ust,19896623,0,19896623
terra12xf3ylk7k6ca4s7eveug9x9nwlvchp3hf4wr4c,luna-ust,17361451,0,17361451
terra15a4mxdc5x5avayhp8chpaymccxuarj3qlvct2f,aust-ust,90374572,0,90374572
terra1n4lx4arel3wnvx8rwz2unctzsydn8fhf5jpzx3,loop-ust,9212965,0,9212965
terra187tz0v8zvtadrwfsx37zmfag2np3zem8fh3tpw,loop-ust,6437388,0,6437388
terra1zcsj3slrulv9lpjnf0wvrej0e8dx8cydljf5mx,lota-ust,9273442,0,9273442
terra1mxt62j6372egqp2rdz30wf2py7mwmdmwu0l7ae,loop-ust,15377048,0,15377048
terra1xuurr5nuqprum6hxkzlxmw56sl4u9de6qmdmtn,loop-aust,11533744134,0,11533744134
terra1nzcyhts87ze84vmxeel3u7d7yd9e8m3qt2ffad,loop-ust,713839,0,713839
terra12fp9y25c388tfr7lfpp5u6q0ll9u8em2aq3lx8,aust-ust,446235985,0,446235985
terra1xm7cclj33s365ul5cnlp2scnlf364268cv35qw,aust-ust,89485872304,0,89485872304
terra1k5w8fgej4dlytwqdz3gyc2jj2ntqtzu9htykwr,loop-ust,1418092,0,1418092
terra1ytm45kh2s430qa0c4cd5s7zpxv97sspemc6zxr,loop-ust,302951165,0,302951165
terra13hp3jaxv3ztr0kwf2a7j3gkc9slpyh0ncqq4c6,loop-ust,151568051,0,151568051
terra1hcx5ccj9s696u8jledrjm855caj0vycw0w04vp,loop-loopr,18275019104,0,18275019104
terra13da9njcmyz29hgacjdklycj2f3x5qgkplpm8ud,loop-ust,37134503,0,37134503
terra1wp8pnwhlvk6dtm6n0pn3nvhsesg0g6wnfu69ca,loopr-ust,23955688,0,23955688
terra1mjjkn43rpjskw64pvuc43v6ykerrrnkwldje3c,loop-ust,1066320,0,1066320
terra1vymymlkjkrc3nrav82gqlp66cwnqfmt3x6elw6,loop-loopr,38070306,0,38070306
terra1ufkc42mzhlmxjqvj3fknxyf5jynaqnxd7fjgjc,loop-loopr,32765906476,0,32765906476
terra18rglg2542u5gk8fuw7n96xy29qhqk58rwea7d9,loop-anc,184758123,0,184758123
terra1kd9u3r2rmfht769cchnqfu5ydmnccul7ugx2ur,loop-loopr,46920879,0,46920879
terra1lee8mgjmy5j00vw6mzxngvvrcyztje85ew3u68,bluna-luna,54816112,0,54816112
terra1x847afny5vqtyl30n0mpf4wsphykdecfd0w64z,loop-ust,937373,0,937373
terra1q79djqs4f7y27epsuc7jp93tvdfhl9p5lqyfws,bluna-luna,40170086,0,40170086
terra1gl4tmhzp5f49fru3hk6q422wpjrvqt0y6vfjdk,loop-ust,5085279,0,5085279
terra1n4t3hhn2wsam2k4rjg27usv7syzk2sz3lqz53w,loop-ust,24631146,0,24631146
terra1vztallwvxzrk0fgnuypwxn565j25tja7q8ypxl,loop-ust,160238413,0,160238413
terra15e2507ey9tzsassvkunv695ne4km8lry3h90hf,bluna-luna,2989615,0,2989615
terra1wdvnm9xe4v7xvattdwcfrhuf05khkq4yz26xh7,loopr-ust,122822925,0,122822925
terra16quey99vwvnq8tcg0l3uvy2a5qzwtvjahjs0lc,loop-ust,936707,0,936707
terra1j6x37vsgml4gr07zfrut2a3s3s0d7xzanqkam5,luna-ust,315436,0,315436
terra1cg6x8xpmckqr4tex4r03f06ds5ax49l4m58nqk,bluna-luna,141243909,0,141243909
terra1pmnyeu7pc63nc3rtn5x5yf2wxn83xjzn43w8qk,loop-ust,1127912996,0,1127912996
terra12kcag7u552vz8pllev6nremzl36swrna7npk55,loop-ust,4467260,0,4467260
terra1t0njq9ppeceyy7gyggw765nxv34fhv9vgrmrd2,aust-ust,1843545146,0,1843545146
terra1y665wqjk7d8jn6udwaxse2kwv5duxa2h6td8ah,loop-ust,36768658,0,36768658
terra1g90rhge9ugyzvsa57wyfhpyjpkpf74a8h5hmt7,loop-anc,3640893532,0,3640893532
terra1ed4k300msr79vqtujpqk3474ajrj599wuz60rn,twd-ust,138877757,0,138877757
terra1t440eax9raf86z78lq2zynrsqzjjsl45jc3dqk,loop-ust,8290682,0,8290682
terra18c8rn98jq4gtutrp3kkhvpkzpngs6zw5t05xmx,loop-anc,9959432,0,9959432
terra1rr448yt8ux3l6v3z068k5esl0cm80jh2umqyrt,loop-ust,54659437,0,54659437
terra1cqp0rhydd8s9p7fcs5ukkqfn6dtmj03p63k2sk,loopr-ust,29698974,0,29698974
terra1vclrewwtkulk6dxtnremk8d59svjjp4xf7nqrh,loopr-ust,24068475,0,24068475
terra1qr7z7ggpx9d04eszq2qe87alepl3mwfg63ht30,loop-loopr,621916339,0,621916339
terra1x3uk4kex7km4szx44qh6t8w5wjr8qnckx8k4x8,loop-loopr,35576653,0,35576653
terra1mmwdlnszu45tawcrlxl50h4a5u0v56jnrydswz,loop-ust,37937167,0,37937167
terra102av2gsndemejx4f90gkh4wlq3glxdptm3fh2z,bluna-luna,20752506,0,20752506
terra1lsd5mdyemzfgawjek6agm08rqq6rt2h838t9kp,loopr-ust,5616225098,0,5616225098
terra1wdwd2xdcldmt35hsucm5fee4pt4anx475jdlml,loop-ust,37917701,0,37917701
terra1nffeln993j6lyzzwnzmxxuxav893aldngfp6v5,aust-ust,179224319,0,179224319
terra18pnvqjhqf75v9s0ku3kstl2fddf5fhfdctg2vg,loop-ust,9418246,0,9418246
terra1xffzrz2a9m36723nkjprx2mq507atkpqcv6na3,loop-ust,17668596,0,17668596
terra12un02cjdpq32yet6g2r2tsnr3m5datmtswypcu,loop-ust,6044958,0,6044958
terra1gn559gvpz8ly9ds426l6q7420pgvd5l79udpf5,loop-ust,54713218,0,54713218
terra1cwppftu9kj8ru2e5gfeyflgc2x8wquj5nn3yzs,aust-ust,716578770,0,716578770
terra1j94ekqjj6gwuw7khtvcq3m0mccngtjcsk02nte,aust-ust,4830920941,0,4830920941
terra1ann9fpzkfdzkzadsghn90lvh0chdf7dremxlue,mine-ust,11223918,0,11223918
terra16k93agdfzv92mv950twhtq38ulyrukasxfv3p5,loop-ust,4282398,0,4282398
terra1q6cf6mu8vme9ma4zlgutlyd0j57fwltp0u74yr,loopr-ust,67724681,0,67724681
terra1fsrw0kvyqwsm5j9uxtxw829zfkxr693rruxyt9,aust-ust,150322226,0,150322226
terra1lwlnj9rq6canzan47u4wywha99qjuq8z6m054n,loop-ust,2456822,0,2456822
terra1mrk7jsftxf6fvhzj3998aun3yf0a8kfcr3lshh,loop-ust,6125102,0,6125102
terra17339rqk2xwywgq6erzlsycydphju9qnrhmd86p,loop-loopr,1716980089,0,1716980089
terra1h0wyw6kw58tuszg6ddzulgwtqfh43tp73plfd5,loop-ust,61470916,0,61470916
terra1y6s6s9mgjpa5d9523mz68hu0jfxxpanmvw4p3c,loop-ust,1590085,0,1590085
terra1vqkt3xnsdwqk3vwwdd30s29yan9w8y8s5l37f4,loopr-ust,40072764,0,40072764
terra1hkwvqh25a4y8mj5fu0kwgdsqs0jew0qgk9z00x,mir-ust,6994754,0,6994754
terra19kj2whyuwjw7qm44m38g5vk8c0lrtzqw0yyzag,loop-loopr,112439391,0,112439391
terra1mq6ke9x5pckaj6fgjc5wqdme83n3d9uha7rxz2,loop-ust,15418968,0,15418968
terra1pqfgjclj9gywtaj39p2mr90q2hlm9xglt5wq8c,alte-ust,425560,0,425560
terra1u76x2dc2fk8hr3d04y86nm5l6xwe8sjk4009d8,loop-ust,3922494,0,3922494
terra1ngz3g0avclt0xynst38n0qdwrkagt7yw5x7eju,loop-ust,554554804,0,554554804
terra1uhrcymle3u9f9qwnw0h4p35tav3p5794pq22u7,loopr-ust,88792021462,0,88792021462
terra1d9utgr9t5m3cetwymr6sjqv2earkdeg7yc67xz,loop-mine,3791027,0,3791027
terra1xw93vwz8grvxxaekv6rns34xqeuqyaa5mzrj8z,loop-ust,1212833,0,1212833
terra16ashwp5sppyukqareksgvlyzuyhf952cq2799w,loop-anc,62471210,0,62471210
terra13ws0t7jl2swdvlerur9kcz6xlxrghdj0xm6xe2,loop-loopr,3867829904,0,3867829904
terra1503fuja5z5ehytkh2yz83cuk4skx75pfm8a8y0,luna-ust,301856698,0,301856698
terra1feqtlvaru4lszqnpjesgfw8splrg7u27wwwqac,loop-mir,3333881447,0,3333881447
terra1dmm7wcjlm0ztv6s33tucrtz7hycm2lr3xsxfu9,loop-loopr,549843308,0,549843308
terra1ffsm97n7llltapgmnfs4r9sru2tl3elkh64rth,anc-ust,146472075,0,146472075
terra1pmh0g8kmz4gyu5ctfm607n37pmdv5m6t3ewam9,loop-ust,1852052,0,1852052
terra1g9myzmppsz5jl26zxpwh79fsxr25c8l4wmlk4n,loop-ust,1027332,0,1027332
terra1fm0vzxlwfp85dm6lfxsd6p4kjqtwfjmhv0vatp,loop-ust,452747596,0,452747596
terra14hc7m8hrdusnzp2ymu80nnlxgx0xdauwe78zr8,luna-ust,109295523,0,109295523
terra1qk54p8jh0x57m8x7dqxfycfznj77gwkqdkg6vq,loop-ust,34470322,0,34470322
terra1s7jukqj8rl7p88y4gtn3zyzvndslxndyxypxwv,loop-ust,75210255,0,75210255
terra1ljp98pv9hnran8e6yytvtq9dsrv4e2a2z8pfu3,mir-ust,2287791,0,2287791
terra1hd5h7vwtvlaphfe9p8mgfhhexlm7qs4u04sx9q,loopr-ust,17547197,0,17547197
terra1qu7h95yc6ck9pkgmwl4qwtpueclqqxgqpwnlfh,loop-loopr,7184378421,0,7184378421
terra1gmqkvct4z5tyl0am075m2nz8vfla7pr2z5pppt,aust-ust,111827922,0,111827922
terra1wsn2ssqnxx2g99mn47839474zd7pmq9ral64lp,loop-ust,10678810,0,10678810
terra155y0pzhcf800eq0qgsvjf75c4zefz8ytc7vv47,loopr-ust,14827396,0,14827396
terra18rjvv35l3yg5n0sjh4glu4mqn55rr4uszeqant,anc-ust,56670241,0,56670241
terra1ht5ml760pltwv26sxxegekkfa4ymtauw5apmy0,loop-ust,483112,0,483112
terra1eekvv0wlml5fkdt00tstzcwy3auhj908gcfrvg,loop-ust,69372433,0,69372433
terra1ns907ygp09vt47gllq3pl4cdsxwpchnw6pu2rz,bluna-luna,13953595,0,13953595
terra1dntaarptn6tgpxkmhs8axrhk2a74rm05cruerd,bluna-luna,624251231,0,624251231
terra1q66hmjqmm64464nhaaxv289z8zfvffkq4a643h,loop-halo,7591906993,0,7591906993
terra15vlvj5evznfxy8ws0grla9gtexmgt3l05vtz97,loop-ust,10291612,0,10291612
terra1th7wznjznnyck42v3eyma6cukqvrttsq75cu5a,alte-ust,6496289275,0,6496289275
terra1eqf425wkuz58rsjh9dlkqqfmwh66jjmumh92jt,loop-luna,21960871,0,21960871
terra1w85v09pglsm8xgtn9h22he7w5hlqmtsuk9saz2,loop-ust,3226034,0,3226034
terra16r0n7d5zulg2yf7lpd8jxxgru7pe9x2hj64urg,loopr-ust,8674566673,0,8674566673
terra17wganhk7hrachr33prsd6rtya6kwmc85vllncx,luna-aust,8088202,0,8088202
terra1rv067lqguqz5at4pvmrppgyzmjwkjsjxqcv7ny,bluna-luna,15298428,0,15298428
terra1lxafe4kkufavue6kpt6jrqurh96pwwscntk0gm,loop-ust,17411298,0,17411298
terra1ujx48uq05a3hy0ug3aklr7f4du8aj57y7sry56,bluna-luna,1495857,0,1495857
terra1vwhtj4gwtgdev60fs2zr8g4dd96hycaa3nrwpd,loop-loopr,85379885,0,85379885
terra1f3986sddfpqsgttvnjj8uunr08csl3v56zvh89,loop-ust,174681531,0,174681531
terra1a236ek60g00z6sqd4ukjf2azscyaqxnpzct25n,luna-ust,4986068655,0,4986068655
terra18k58qvuwzc9nre5xqqjzrdqyvmcfy08wyu5cy6,loop-ust,974560,0,974560
terra18w0a5vdhgr30y926c94mjp6zp7prhprgthrrpp,loop-ust,850115,0,850115
terra1an6x2f5qxvep4q4vm9sw0l83sc9pfswrpqlwp0,loop-loopr,13362308172,0,13362308172
terra1vus3lhn7c0y9qjszd5xpvf77p3ksaw0h2affgl,bluna-luna,1925239,0,1925239
terra106x5ht6z977uuwqr2nr6mwjv4tzk3293vj0pwc,loop-mir,74980826,0,74980826
terra1xe9aa6j78z9ejt9e06a7x39zpnld4lxgawp5jv,bluna-luna,603894,0,603894
terra1ccttajexmaqeu9ka3ax7s7uurv8dqr3ukjmslm,loopr-ust,3301575649,0,3301575649
terra1elx84aathpu3qk4nl2sr89led6ht7lng4j4vhm,loop-loopr,578784344,0,578784344
terra1372kjkzk5cw854c4e55qn6dhtyzurweh50savz,loop-ust,5139007,0,5139007
terra1gdpyt6nzfpmyqlsr6nhn3vn79e98wht0236yzl,loop-ust,15139777,0,15139777
terra1fwc4f5gjuvv5a7djrrgumqu3wt346rznzhgk4m,loop-anc,189598778,0,189598778
terra1s96xwnrqa5hhxm53jhstncxr4h92wmchraf6xs,loop-luna,2184829,0,2184829
terra1md0wh5m629d4pd5gmnzqrm4kde6p3dh265eh9p,loop-ust,57877971,0,57877971
terra1eaerkf6dp2fyend22tj64h7clsvpkft3p4z7e6,luna-ust,11419202,0,11419202
terra13nawu9zepy50x58s7qf44q0y4fp0688393nl7s,loopr-ust,66203817,0,66203817
terra174yc9k2d3r2afm5pz6agtnggk82e2lvvfvs5c9,loopr-ust,13784225,0,13784225
terra1d20py9xef726m4a8feg262xdkjdazdal3tfsgy,loop-ust,5753907,0,5753907
terra15yfuxx53yrc6n2uezkwu0f9ytk0n2ync56pd8j,loop-mine,68208691,0,68208691
terra1uvaqq0w6xjz3kx8hkjfn8kmsnqglj7wm3nvqkz,loop-anc,126621091,0,126621091
terra175xc4h5najhkd0xwvjkptl7wcy5ggqzkht3xjk,loopr-ust,1301848854,0,1301848854
terra1s6eg0qxwlca7at2t6xx0rj7vrpqwlylddd0nq8,aust-ust,2693828386,0,2693828386
terra1s56kv3tveet3wvhw2rtw3ehre6fj56ljz94zqj,loop-luna,20694279,0,20694279
terra1cu789esezf5xmn789cvdhkmr4jytn7hztu8cd6,loop-luna,11475662,0,11475662
terra1hdamm6ur8mn7vka2yrzdm4rtg7zllgrysl0xa6,loop-ust,18222362,0,18222362
terra17aq6ywwxu38ccmghqwjhmsduf03xwfjvj6jchd,loop-luna,51946175,0,51946175
terra1pjldt5lzu5rvp8em72nhjxxw0f34snf7rkaled,twd-ust,45677736,0,45677736
terra1ft2gjccpg7wj72vedj5a3lmsanquycyqv7ncc3,luna-ust,225633346,0,225633346
terra1q4jjnanvf3zttk0qre9mj83yzf9qn03ygnge9d,loop-ust,2652151,0,2652151
terra1z8jzgscau36mkkqqtstjape5pwjwhtyjva3h3g,loop-mine,541511780,0,541511780
terra1gzj9qnf6h3kpxwusfk9umhp4urdpjy2q2qtfkm,loop-ust,7992011,0,7992011
terra1ntsj2xw5wr05cwgdjjpvh5q9ey886je4gecsa3,loop-ust,96948988,0,96948988
terra1xpejqr9l4f49jtcfyrqg2hpj43tykyfqu62uj4,loop-ust,2274017,0,2274017
terra17qf0n4drwssvgazkd0scnvswd0j3cd94dkhsry,loop-ust,975885,0,975885
terra1ak5yw5fzcucgpm4gvp7n4sy94ptevmvjm40azf,loop-ust,8784850,0,8784850
terra1gu8u5ac9agaq4pf0xlxflqa4lgs7an2l22tvkd,loop-ust,14274814,0,14274814
terra1ap6yg3ahyqxp2jynta697yx90479krxzavle70,loop-ust,12190526,0,12190526
terra15hruuhawnr3626umqjqxjyd29ntwykaaqmnpdp,loop-ust,911411,0,911411
terra13puwwjf24lqwye87kx2dp0rakd9euvk7cf3jdt,loop-ust,9572214,0,9572214
terra1kwc5smrqmlhvgv80hm0vu97jjvsqapvq8njhs2,loop-luna,3120309,0,3120309
terra1xqx8vahejudx0aky2v5v76s55plpmz8p8rq7zv,loop-luna,53749309,0,53749309
terra109j0cddy3gj0w84hjh007f5zhjm40www3jn0ce,loop-kuji,100932095,0,100932095
terra1r3k5u8c6afnjusy6wnwc67n9yqg8awk6pd8t8t,loop-ust,1430140,0,1430140
terra1dhmekjmx0028f02qj04gnk4e9ecqfzguq3jzhh,loop-ust,58607690,0,58607690
terra1wuf9vj3vfv8vmmpk3fjurkgty08s9fp7r4d0lc,loop-mine,324197689,0,324197689
terra1zuxk05rtmkqf429yvgesk5md4j5znsxk0wcvjc,loop-ust,976338,0,976338
terra1n7zq6hk8lp8f3pd3vf48yp88nst5c58w3f3zsz,stt-ust,356276,0,356276
terra16sd2lysku6nt08mcg87kjxerj9s7hx9vjr73q8,loop-loopr,77160983,0,77160983
terra157262dqhmsrnqr6qee28ehjqjrecapxmzj8669,loop-ust,25782626,0,25782626
terra1dk80kqv3rnwupa80clljc7y0mhvggn6328levd,loop-ust,15069017,0,15069017
terra18unaz48gqlr6suqq0k3xm9tj9ej63sw038pcxm,aust-ust,1489442303,0,1489442303
terra1cc7kauhdvuzz7akjyaftc2l02s2e2c2w6ywytq,loop-ust,1923576,0,1923576
terra1fv0g0jlhqg5s5we8a5dhqnqpxrcqqeu3k7n7cd,loop-ust,1841503,0,1841503
terra12x509t66cq3ga8ypjn97h4lm0glkjetf9qy053,twd-ust,15078815,0,15078815
terra1h7fx2p3mzeguhdtw2h8zfl84lzdecy8fe56yk8,loop-ust,2450162,0,2450162
terra1qs7ey0ejdamhnj2wvl4etyw3r6dst3vp48njhd,loop-ust,957229,0,957229
terra1mdwa3e2rd5y2qmm08x6fk3ehay98963fn0ktwe,loop-ust,4837749,0,4837749
terra1ns4q9lq8qdpc7jep0pprjy8sllue2zkyjnjdqh,loop-ust,8291507,0,8291507
terra1g4evdwhean0guvr5f62xeh6dv25n6szud0r0x9,loop-ust,1617565,0,1617565
terra1qf0c6xn77yfagsn8uz9czfcxp4gjhslrsam93x,loop-ust,46188680,0,46188680
terra12udsdmu47wkjf4gy25fs6u7vzj3yl39rsdvlwj,loop-loopr,2375820196,0,2375820196
terra1dcxa0lq85jc2ta770qd5uuyg9phjq6ns3t5nnh,loop-ust,761727617,0,761727617
terra1wxgl72zhfe6375u70hqtpvzqgtzpqr7yg2xkud,loop-loopr,267361425,0,267361425
terra1sa8n0wl487l00p87hc2rmur4nu288dqqvfxdls,loop-ust,48503267,0,48503267
terra1qeq5ltpm0m4k5sq6u3sl737hdyfqda7yj3gura,loop-ust,106889589,0,106889589
terra1cun6x4qj5vk4pxln2a788j3pdvrk9c6x99p4lm,loop-ust,1014546,0,1014546
terra178tshesdhc3ujfjr0haqv9yptav8wvlc6s8sne,loop-ust,31361235,0,31361235
terra15ahxj8wllnvjdu6k4rx5f77s2udwvh40pnh46q,loop-loopr,7117082010,0,7117082010
terra1vaeqnnzxp7ng3ma92dsqzl9mr6qclcnjk90xap,bluna-luna,314844905,0,314844905
terra1zavpg5zdn456ryswa4v7u9400qdd9qe6wanapl,loop-loopr,137236321,0,137236321
terra1kkgcu23j054apztl7duuztcs5tmluxzvpwjtan,loop-ust,2137177,0,2137177
terra14h264a2k0cstsus07880dhl4t7zgm472y4ezmm,loop-ust,14949442,0,14949442
terra1pt9w2ymrfn66rthfp3eqz6mtujsq30y4kfmn3n,anc-aust,2713707132,0,2713707132
terra1tam839et96xqvmmh4270x7tke49aj32u9lmlc0,loop-ust,12836684,0,12836684
terra1puzwdrpe53xezyz2g0y350xcsgx32nck944rfw,loop-kuji,49157103,0,49157103
terra1nph0y9t4tyfvm7j9njlhu5wkjp63jf63ehtln6,loop-ust,6901539,0,6901539
terra19h5xt347vtvqgghrnwmp7kulu3nqhsmy6zaut4,loop-ust,1043813,0,1043813
terra1xs6zz4fh2skz2e3n0uns2l2e5rhyrafp4j36rz,loop-loopr,294096359,0,294096359
terra15e6epxpzww0a37eg0le50kekhgygpz36662n7w,loop-ust,1907043,0,1907043
terra15shxmmv35tjwjn2xxf9sh5elp9r4hla9f6g0qu,luna-aust,16842552,0,16842552
terra10scs29u75n43ae48lh2u6yvd4mwpv55vf0jwnd,aust-ust,1618248856,0,1618248856
terra1lpk7549ggq6ewkvghjzrzw5vjdgjhk2ljljw87,luna-ust,22087831,0,22087831
terra1j76aezyt45ffssaj5pufna7e20audn49ue86m2,loop-ust,9779604,0,9779604
terra1ekp5zyu4wz7lyggejg2yr693t7vxj2vetdq7lh,loop-ust,1908801,0,1908801
terra1fjquyucxhek7ut7h596mwcrhfllyr8mvurfpmx,loop-loopr,368068176083,0,368068176083
terra183lnrrxyh2jjpqumaq5c48r5772h5l42swz5pa,loop-ust,1923504,0,1923504
terra1pmp5pn4jdaew0e2tryz373e8whac40esazmcma,mir-ust,66683389,0,66683389
terra1fk2ephmetreelakjpschd8crg3ql7kjx7d0r5k,loop-loopr,15139056,0,15139056
terra1uh6lhvy2396z3d4h6zl66jvsncfgf2r5sq3nxn,bluna-luna,3466251,0,3466251
terra12yypmu9jg2chg5url5kzfj4q9l2qdycmc2jyws,loop-ust,550787674,0,550787674
terra1jeduxg3twds9yt98m347qwvcgwgfccm228ykz0,loop-ust,10433536,0,10433536
terra1y268l9k9g4jszf57ufsvmstdqxj4fmlqxwp44z,loop-ust,4769840,0,4769840
terra1r5f6xr0xujea3vfkcm4y6sa9mpev2mlffvksnx,loop-ust,88155308,0,88155308
terra1wkkyk2ce40szrsagh689zxmydhgzfuy83x4ndn,loop-ust,961189,0,961189
terra16j6tgk8067stx038qem6enyvfr04g3u0xxp26t,aust-ust,892775939,0,892775939
terra12gpfmdlu8t4qr5yuqdj9m7jwalh4rf4lkmmrll,loop-loopr,20106246320,0,20106246320
terra1sv2497ej3e66j59twxa2uqtggd4sj9rkdgzjfd,loop-ust,10466730,0,10466730
terra12uaux0x7vaaymp6zrdq7x9atc9hzcqlt4v5pqe,loop-ust,4043893,0,4043893
